Interface,Description,Enabled,Status,Access VLAN,Native VLAN,Switchport,Switchport Mode,Type,Bandwidth,Auto Negotiate,Speed,Duplex,MTU,MAC Address,Physical Address,IP Address,Medium,Delay,Encapsulation,Flow Control Receive,Flow Control Send,Port Channel,Port Channel Member,Last Change,Input Broadcast,Input CRC Errors,Input Errors,Input MAC Pause Frames,Input Multicast,Input Octets,Input Unicast,Input Unknown,Input Total,Output Broadcast,Output Discard,Output Errors,Output MAC Pause Frames,Output Multicast,Output Unicast,Output Total,Last Clear,Input Rate,Load Interval,Output Rate
Ethernet1/68,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e787,5254.000d.e787,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/69,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e788,5254.000d.e788,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/7,to,False,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e74a,5254.000d.e74a,N/A,broadcast,10,arpa,False,False,False,False,02:34:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/70,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e789,5254.000d.e789,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/71,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e78a,5254.000d.e78a,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/72,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e78b,5254.000d.e78b,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/73,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e78c,5254.000d.e78c,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/74,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e78d,5254.000d.e78d,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/75,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e78e,5254.000d.e78e,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/76,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e78f,5254.000d.e78f,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/77,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e790,5254.000d.e790,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/78,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e791,5254.000d.e791,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/79,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e792,5254.000d.e792,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/8,to,False,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e74b,5254.000d.e74b,N/A,broadcast,10,arpa,False,False,False,False,02:34:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/80,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e793,5254.000d.e793,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/81,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e794,5254.000d.e794,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/82,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e795,5254.000d.e795,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/83,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e796,5254.000d.e796,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/84,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e797,5254.000d.e797,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/85,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e798,5254.000d.e798,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/86,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e799,5254.000d.e799,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/87,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e79a,5254.000d.e79a,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/88,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e79b,5254.000d.e79b,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/89,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e79c,5254.000d.e79c,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/9,to,False,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e74c,5254.000d.e74c,N/A,broadcast,10,arpa,False,False,False,False,02:34:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/90,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e79d,5254.000d.e79d,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/91,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e79e,5254.000d.e79e,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/92,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e79f,5254.000d.e79f,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/93,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e7a0,5254.000d.e7a0,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/94,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e7a1,5254.000d.e7a1,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/95,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e7a2,5254.000d.e7a2,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/96,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e7a3,5254.000d.e7a3,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/97,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e7a4,5254.000d.e7a4,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/98,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e7a5,5254.000d.e7a5,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Ethernet1/99,N/A,True,down,1,1,True,access,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,5254.000d.e7a6,5254.000d.e7a6,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Loopback0,to,False,down,N/A,N/A,N/A,N/A,N/A,8000000,N/A,N/A,N/A,1500,N/A,N/A,N/A,broadcast,5000,loopback,N/A,N/A,False,False,N/A,
Mgmt0,to port8.sandbox-backend,True,up,N/A,N/A,N/A,N/A,Ethernet,1000000,True,1000,full,1500,5254.000d.e73c,5254.000d.e73c,10.10.20.177/24,broadcast,10,arpa,N/A,N/A,False,False,N/A,9,N/A,N/A,N/A,315,4920729,13523,N/A,14302,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17592,1,189896
Null0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,
Port-channel1,N/A,True,up,1,1,True,trunk,N/A,2000000,N/A,1000,full,9216,N/A,N/A,N/A,broadcast,10,arpa,False,False,False,Ethernet1/1 Ethernet1/2 ,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,0,300,0
Vlan1,N/A,False,down,N/A,N/A,N/A,N/A,EtherSVI,1000000,N/A,N/A,N/A,1500,5254.000d.e743,N/A,N/A,N/A,10,arpa,N/A,N/A,False,False,N/A,
Vlan101,prod svi ,True,up,N/A,N/A,N/A,N/A,EtherSVI,1000000,N/A,N/A,N/A,1500,5254.000d.e743,N/A,172.16.101.2/24,N/A,10,arpa,N/A,N/A,False,False,N/A,
Vlan102,dev svi ,True,up,N/A,N/A,N/A,N/A,EtherSVI,1000000,N/A,N/A,N/A,1500,5254.000d.e743,N/A,172.16.102.2/24,N/A,10,arpa,N/A,N/A,False,False,N/A,
Vlan103,test svi ,True,up,N/A,N/A,N/A,N/A,EtherSVI,1000000,N/A,N/A,N/A,1500,5254.000d.e743,N/A,172.16.103.2/24,N/A,10,arpa,N/A,N/A,False,False,N/A,
Vlan104,security svi ,True,up,N/A,N/A,N/A,N/A,EtherSVI,1000000,N/A,N/A,N/A,1500,5254.000d.e743,N/A,172.16.104.2/24,N/A,10,arpa,N/A,N/A,False,False,N/A,
Vlan105,iot svi ,True,up,N/A,N/A,N/A,N/A,EtherSVI,1000000,N/A,N/A,N/A,1500,5254.000d.e743,N/A,172.16.105.2/24,N/A,10,arpa,N/A,N/A,False,False,N/A,
